frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
11,0,0.37,0.88,1,0.205275,-0.018156,-0.978536,-0.03757,0.039082,-0.998529,0.085,0.011,-41.6,33.2,271.5,-0.23,-0.051,-0.048,0.0,0.0,0.0,0.0,0.97,0.0,0.57,1.82,0.53,0.59,0.37,0.61,0.0,1.02,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
12,0,0.407,0.88,1,0.207226,0.013624,-0.978198,-0.06669,0.03867,-0.997024,0.071,0.026,-41.6,33.5,271.5,-0.223,-0.054,-0.044,0.0,0.0,0.0,0.0,0.98,0.0,0.5,1.79,0.52,0.62,0.3,0.54,0.0,1.0,0.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
13,0,0.444,0.88,1,0.214762,0.015583,-0.976542,0.001306,0.044283,-0.999018,0.109,0.03,-41.5,33.7,270.5,-0.219,-0.058,-0.042,0.0,0.0,0.0,0.0,1.06,0.0,0.5,1.74,0.49,0.59,0.23,0.46,0.0,1.0,0.22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
14,0,0.481,0.88,1,0.222251,0.022106,-0.974739,-0.024048,0.043823,-0.99875,0.1,0.033,-41.5,34.2,270.6,-0.215,-0.057,-0.039,0.0,0.0,0.0,0.0,1.12,0.0,0.51,1.65,0.44,0.48,0.17,0.43,0.0,0.96,0.29,0.0,0.17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15,0,0.519,0.88,1,0.272584,0.068298,-0.959705,-0.066977,0.03091,-0.997276,0.105,0.051,-41.7,35.1,272.4,-0.214,-0.056,-0.037,0.0,0.0,0.0,0.0,1.1,0.0,0.45,1.57,0.42,0.35,0.16,0.49,0.0,0.81,0.29,0.0,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
16,0,0.556,0.88,1,0.19686,0.103939,-0.974907,0.014532,0.07949,-0.99673,0.107,0.093,-42.6,38.1,278.8,-0.206,-0.052,-0.035,0.0,0.0,0.0,0.0,0.99,0.0,0.36,1.46,0.42,0.24,0.22,0.55,0.0,0.64,0.32,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
17,0,0.593,0.88,1,0.17807,0.094676,-0.979453,0.028358,0.065735,-0.997434,0.104,0.081,-42.8,38.4,280.1,-0.209,-0.052,-0.037,0.0,0.0,0.0,0.0,0.77,0.0,0.31,1.43,0.44,0.23,0.33,0.54,0.0,0.46,0.32,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
18,0,0.63,0.88,1,0.171558,0.104475,-0.979619,0.054757,0.066955,-0.996252,0.114,0.087,-43.3,40.6,282.5,-0.201,-0.051,-0.038,0.0,0.0,0.0,0.0,0.62,0.0,0.24,1.31,0.36,0.18,0.42,0.55,0.0,0.34,0.24,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
19,0,0.667,0.88,1,0.149156,0.110606,-0.982608,0.060678,0.091193,-0.993983,0.106,0.102,-43.8,42.1,283.5,-0.195,-0.05,-0.038,0.0,0.0,0.0,0.0,0.49,0.0,0.16,1.22,0.26,0.24,0.46,0.54,0.0,0.19,0.13,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
20,0,0.704,0.93,1,0.13561,0.100483,-0.985654,0.049176,0.097292,-0.99404,0.093,0.1,-43.9,42.3,282.3,-0.199,-0.048,-0.036,0.0,0.0,0.0,0.0,0.42,0.0,0.04,1.12,0.14,0.22,0.42,0.53,0.0,0.18,0.03,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
21,0,0.741,0.93,1,0.138204,0.10384,-0.984945,0.001062,0.092187,-0.995741,0.07,0.099,-43.5,41.9,279.8,-0.201,-0.054,-0.035,0.0,0.0,0.0,0.0,0.29,0.0,0.01,1.04,0.06,0.22,0.34,0.49,0.0,0.12,0.02,0.12,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
22,0,0.778,0.93,1,0.136277,0.093037,-0.986292,0.062695,0.089987,-0.993968,0.1,0.092,-44.7,42.6,282.9,-0.196,-0.048,-0.035,0.0,0.0,0.0,0.0,0.17,0.0,0.0,1.04,0.02,0.16,0.26,0.46,0.0,0.14,0.02,0.23,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
23,0,0.815,0.93,1,0.135663,0.096905,-0.986005,0.059518,0.086144,-0.994503,0.098,0.092,-44.7,42.3,281.7,-0.201,-0.052,-0.035,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.96,0.0,0.15,0.22,0.45,0.0,0.07,0.0,0.37,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
24,0,0.852,0.93,1,0.150852,0.090535,-0.984402,0.056394,0.090095,-0.994335,0.104,0.091,-45.0,42.0,281.6,-0.201,-0.05,-0.037,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.94,0.0,0.19,0.23,0.36,0.0,0.08,0.04,0.45,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
25,0,0.889,0.88,1,0.144964,0.094705,-0.984894,0.073678,0.086525,-0.993522,0.11,0.091,-45.2,41.8,281.6,-0.204,-0.051,-0.036,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.88,0.0,0.2,0.19,0.34,0.0,0.07,0.05,0.48,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
26,0,0.926,0.88,1,0.130986,0.047458,-0.990248,0.076529,0.051429,-0.99574,0.104,0.05,-45.0,41.2,280.4,-0.202,-0.05,-0.036,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.96,0.01,0.23,0.26,0.36,0.0,0.11,0.05,0.4,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
27,0,0.963,0.88,1,0.158844,0.049674,-0.986053,0.102392,0.018935,-0.994564,0.131,0.035,-44.6,40.5,278.5,-0.201,-0.055,-0.037,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.05,0.02,0.21,0.27,0.42,0.0,0.15,0.0,0.3,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
28,0,1.0,0.88,1,0.191938,0.038221,-0.980663,0.099462,0.030435,-0.994576,0.146,0.035,-44.2,39.7,278.8,-0.207,-0.055,-0.037,0.0,0.0,0.0,0.0,0.35,0.0,0.0,1.16,0.04,0.17,0.34,0.47,0.0,0.16,0.0,0.29,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
29,0,1.037,0.88,1,0.245711,0.027684,-0.968948,0.086289,0.028534,-0.995861,0.167,0.029,-44.0,39.5,278.1,-0.205,-0.058,-0.036,0.0,0.0,0.0,0.0,0.36,0.0,0.0,1.17,0.05,0.12,0.26,0.49,0.0,0.14,0.0,0.36,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
30,0,1.074,0.88,1,0.232408,0.031363,-0.972113,0.086817,0.027486,-0.995845,0.161,0.03,-44.0,39.5,278.2,-0.206,-0.057,-0.036,0.0,0.0,0.0,0.0,0.36,0.0,0.0,1.17,0.06,0.18,0.27,0.52,0.0,0.15,0.0,0.32,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
31,0,1.111,0.88,1,0.229433,0.089935,-0.969161,0.079438,0.061761,-0.994925,0.156,0.077,-43.7,39.0,277.8,-0.198,-0.056,-0.033,0.0,0.0,0.0,0.0,0.41,0.0,0.0,1.13,0.04,0.18,0.33,0.6,0.0,0.16,0.0,0.24,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
32,0,1.148,0.88,1,0.211461,0.062641,-0.975377,0.073056,0.049148,-0.996116,0.143,0.057,-43.4,38.7,277.9,-0.198,-0.055,-0.032,0.0,0.0,0.0,0.0,0.46,0.0,0.01,1.12,0.07,0.12,0.4,0.6,0.0,0.17,0.0,0.17,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
33,0,1.185,0.88,1,0.20957,0.081528,-0.974389,0.091897,0.066946,-0.993516,0.152,0.075,-42.6,37.9,277.8,-0.202,-0.055,-0.034,0.0,0.0,0.0,0.0,0.46,0.0,0.01,1.1,0.11,0.03,0.45,0.55,0.0,0.15,0.0,0.11,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
34,0,1.222,0.88,1,0.209723,0.068092,-0.975387,0.087593,0.066664,-0.993923,0.15,0.068,-42.5,37.5,277.9,-0.205,-0.052,-0.036,0.0,0.0,0.0,0.0,0.34,0.0,0.01,1.03,0.13,0.0,0.43,0.47,0.0,0.23,0.0,0.05,1.39,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
35,0,1.259,0.88,1,0.217913,0.074205,-0.973143,0.005327,0.059375,-0.998222,0.113,0.068,-42.3,37.3,276.7,-0.203,-0.055,-0.036,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.93,0.11,0.0,0.42,0.43,0.0,0.34,0.0,0.01,1.39,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
36,0,1.296,0.88,1,0.21137,0.11305,-0.970846,-0.065587,0.118663,-0.990766,0.074,0.118,-41.7,36.6,274.7,-0.207,-0.06,-0.033,0.0,0.0,0.0,0.0,0.32,0.0,0.06,0.98,0.13,0.05,0.41,0.43,0.0,0.51,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
37,0,1.333,0.88,1,0.213868,0.055481,-0.975286,-0.06739,-0.018403,-0.997557,0.074,0.019,-41.3,34.8,275.0,-0.217,-0.054,-0.031,0.0,0.0,0.0,0.0,0.44,0.0,0.1,1.15,0.17,0.1,0.4,0.41,0.0,0.56,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
38,0,1.37,0.88,1,0.198709,0.056785,-0.978412,-0.058353,-0.009267,-0.998253,0.071,0.024,-41.4,34.7,275.0,-0.21,-0.053,-0.03,0.0,0.0,0.0,0.0,0.65,0.0,0.21,1.34,0.24,0.18,0.39,0.42,0.0,0.67,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
39,0,1.407,0.88,1,0.160928,0.060672,-0.9851,-0.034246,0.007458,-0.999386,0.064,0.034,-40.7,33.4,272.3,-0.213,-0.056,-0.03,0.0,0.0,0.0,0.0,0.78,0.0,0.24,1.43,0.27,0.18,0.38,0.46,0.0,0.78,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40,0,1.444,0.88,1,0.202446,0.052139,-0.977904,-0.047239,0.040434,-0.998065,0.078,0.047,-40.4,32.4,270.7,-0.218,-0.063,-0.031,0.0,0.0,0.0,0.0,0.93,0.0,0.29,1.51,0.33,0.19,0.39,0.55,0.0,0.91,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
41,0,1.481,0.88,1,0.214491,0.027713,-0.976333,-0.043794,0.032049,-0.998526,0.086,0.03,-40.3,31.8,270.1,-0.218,-0.063,-0.033,0.0,0.0,0.0,0.0,0.91,0.0,0.28,1.53,0.34,0.22,0.45,0.59,0.0,0.93,0.01,0.0,0.06,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42,0,1.519,0.88,1,0.208371,0.018096,-0.977883,-0.053675,0.033689,-0.99799,0.078,0.026,-40.1,31.1,270.0,-0.225,-0.062,-0.035,0.0,0.0,0.0,0.0,0.89,0.0,0.3,1.56,0.36,0.17,0.45,0.53,0.0,0.91,0.01,0.0,0.01,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43,0,1.556,0.88,1,0.193826,0.022116,-0.980787,-0.064218,0.036326,-0.997275,0.065,0.03,-39.5,30.6,268.1,-0.22,-0.061,-0.036,0.0,0.0,0.0,0.0,0.85,0.0,0.35,1.54,0.33,0.15,0.46,0.44,0.0,0.89,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44,0,1.593,0.88,1,0.191428,0.025817,-0.981167,-0.067203,0.041413,-0.99688,0.063,0.034,-39.5,30.6,268.1,-0.221,-0.06,-0.036,0.0,0.0,0.0,0.0,0.85,0.0,0.37,1.54,0.32,0.06,0.5,0.43,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45,0,1.63,0.88,1,0.18313,0.032731,-0.982544,-0.071932,0.037427,-0.996707,0.056,0.035,-39.2,30.2,268.2,-0.222,-0.057,-0.037,0.0,0.0,0.0,0.0,0.89,0.0,0.35,1.52,0.29,0.08,0.6,0.51,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
46,0,1.667,0.88,1,0.204205,0.014232,-0.978825,-0.076822,0.027397,-0.996668,0.064,0.021,-37.4,29.8,267.3,-0.221,-0.06,-0.034,0.0,0.0,0.0,0.0,0.9,0.0,0.31,1.53,0.31,0.09,0.69,0.54,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
47,0,1.704,0.88,1,0.185855,0.022156,-0.982327,-0.090939,0.045448,-0.994819,0.048,0.034,-36.6,29.9,266.4,-0.222,-0.059,-0.034,0.0,0.0,0.0,0.0,0.95,0.0,0.32,1.55,0.33,0.12,0.65,0.53,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
48,0,1.741,0.88,1,0.165073,0.019789,-0.986083,-0.088925,0.041503,-0.995173,0.038,0.031,-36.2,30.1,266.6,-0.219,-0.059,-0.032,0.0,0.0,0.0,0.0,0.93,0.0,0.34,1.56,0.34,0.11,0.57,0.52,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
49,0,1.778,0.88,1,0.182996,0.012729,-0.983031,-0.092223,0.050415,-0.994461,0.046,0.032,-35.8,30.4,266.7,-0.216,-0.059,-0.029,0.0,0.0,0.0,0.0,0.93,0.0,0.36,1.55,0.33,0.11,0.5,0.5,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
50,0,1.815,0.88,1,0.176417,0.014656,-0.984206,-0.087702,0.048562,-0.994962,0.045,0.032,-35.7,30.4,266.6,-0.215,-0.059,-0.028,0.0,0.0,0.0,0.0,0.94,0.0,0.33,1.53,0.31,0.11,0.58,0.53,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
51,0,1.852,0.88,1,0.176301,0.019946,-0.984134,-0.070323,0.045695,-0.996477,0.053,0.033,-35.5,30.7,266.8,-0.212,-0.059,-0.025,0.0,0.0,0.0,0.0,0.99,0.0,0.35,1.56,0.34,0.18,0.6,0.6,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
52,0,1.889,0.88,1,0.1708,0.026518,-0.984949,0.009487,0.033278,-0.999401,0.091,0.03,-35.4,31.1,266.7,-0.211,-0.06,-0.024,0.0,0.0,0.0,0.0,1.03,0.0,0.42,1.62,0.36,0.26,0.58,0.69,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
53,0,1.926,0.88,1,0.175766,0.02384,-0.984143,-0.100733,0.044841,-0.993903,0.038,0.035,-35.4,31.4,267.2,-0.212,-0.062,-0.022,0.0,0.0,0.0,0.0,1.07,0.0,0.45,1.69,0.38,0.32,0.48,0.76,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
54,0,1.963,0.88,1,0.170092,0.032763,-0.984883,-0.000357,0.043688,-0.999045,0.085,0.039,-35.3,31.4,266.2,-0.21,-0.064,-0.019,0.0,0.0,0.0,0.0,1.06,0.0,0.49,1.71,0.36,0.25,0.47,0.77,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
55,0,2.0,0.98,1,0.128925,0.029266,-0.991222,0.010476,0.05201,-0.998592,0.07,0.041,-35.5,31.4,265.7,-0.213,-0.069,-0.021,0.0,0.0,0.0,0.0,1.02,0.0,0.43,1.7,0.33,0.18,0.44,0.8,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
56,0,2.037,0.98,1,0.130851,0.026872,-0.991038,0.015675,0.049406,-0.998656,0.074,0.038,-35.7,31.6,265.6,-0.215,-0.07,-0.022,0.0,0.0,0.0,0.0,0.96,0.0,0.43,1.69,0.27,0.19,0.42,0.8,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
57,0,2.074,0.88,1,0.117868,0.043505,-0.992076,0.020899,0.059385,-0.998016,0.07,0.052,-35.9,31.8,265.5,-0.214,-0.069,-0.024,0.0,0.0,0.0,0.0,0.92,0.0,0.39,1.66,0.24,0.25,0.32,0.75,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
58,0,2.111,0.88,1,0.123112,0.029237,-0.991962,0.007767,0.053162,-0.998556,0.066,0.041,-36.1,31.9,265.3,-0.215,-0.068,-0.025,0.0,0.0,0.0,0.0,0.9,0.0,0.38,1.64,0.23,0.27,0.3,0.69,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
59,0,2.148,0.88,1,0.123954,0.022889,-0.992024,0.01986,0.065716,-0.997641,0.072,0.045,-36.0,32.0,265.5,-0.213,-0.068,-0.026,0.0,0.0,0.0,0.0,0.9,0.0,0.34,1.64,0.24,0.27,0.25,0.62,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
