Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
pose_Ry,mean,ND_vs_CD_vs_ED_vs_MD,0.2991,0.825513641968608,기각하지 못함 (차이 없음),-0.0371,-0.0045,-0.01,-0.0045
pose_Rz,mean,ND_vs_CD_vs_ED_vs_MD,0.44,0.7282729351498993,기각하지 못함 (차이 없음),0.0142,0.0301,0.031,0.0145
Speed,mean,ND_vs_CD_vs_ED_vs_MD,6.4903,0.007563032216468815,기각 (차이 있음),69.9851,73.8261,70.3173,69.3948
Acceleration,mean,ND_vs_CD_vs_ED_vs_MD,1.0443,0.4157749079500964,기각하지 못함 (차이 없음),5.8445,6.4161,6.0607,5.5287
Brake,mean,ND_vs_CD_vs_ED_vs_MD,1.3529,0.3139955611330795,기각하지 못함 (차이 없음),8.6804,14.07,15.6717,24.9127
Steering,mean,ND_vs_CD_vs_ED_vs_MD,0.9697,0.44662537833431537,기각하지 못함 (차이 없음),-0.0,0.013,0.001,0.0009
LaneOffset,mean,ND_vs_CD_vs_ED_vs_MD,2.2423,0.13338463669198578,기각하지 못함 (차이 없음),-0.0755,-0.1354,-0.0066,-0.0348
gaze_0_x,mean,ND_vs_CD_vs_ED_vs_MD,1.4116,0.28058148928150417,기각하지 못함 (차이 없음),0.189,0.1217,0.1698,0.1353
gaze_0_y,mean,ND_vs_CD_vs_ED_vs_MD,0.9561,0.4395243324895046,기각하지 못함 (차이 없음),0.2384,0.1774,0.1744,0.0971
gaze_0_z,mean,ND_vs_CD_vs_ED_vs_MD,1.1289,0.36845263784260435,기각하지 못함 (차이 없음),-0.9298,-0.9652,-0.9517,-0.9622
gaze_1_x,mean,ND_vs_CD_vs_ED_vs_MD,0.162,0.9200530038812486,기각하지 못함 (차이 없음),-0.0323,-0.056,-0.0389,-0.048
gaze_1_y,mean,ND_vs_CD_vs_ED_vs_MD,0.9257,0.4544351660733307,기각하지 못함 (차이 없음),0.2495,0.1745,0.1974,0.1064
gaze_1_z,mean,ND_vs_CD_vs_ED_vs_MD,0.4336,0.7320601136054167,기각하지 못함 (차이 없음),-0.946,-0.9692,-0.9615,-0.9674
gaze_angle_x,mean,ND_vs_CD_vs_ED_vs_MD,0.7899,0.5195493191625545,기각하지 못함 (차이 없음),0.0821,0.0338,0.0687,0.0447
gaze_angle_y,mean,ND_vs_CD_vs_ED_vs_MD,0.9479,0.44356006414025084,기각하지 못함 (차이 없음),0.2547,0.1793,0.1925,0.1049
gaze_vel,mean,ND_vs_CD_vs_ED_vs_MD,8.3964,0.0024608444549552235,기각 (차이 있음),17.2644,25.4216,28.2309,27.388
gaze_amp,mean,ND_vs_CD_vs_ED_vs_MD,8.4591,0.002346948306302862,기각 (차이 있음),0.6358,0.9281,1.0442,1.0083
gaze_acc,mean,ND_vs_CD_vs_ED_vs_MD,1.74,0.2223477833545237,기각하지 못함 (차이 없음),0.0623,0.1516,0.3526,0.4025
