Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
pose_Rx,var,ND_vs_CD_vs_ED_vs_MD,1.419,0.2788810692039804,기각하지 못함 (차이 없음),0.0127,0.0022,0.0026,0.004
pose_Ry,var,ND_vs_CD_vs_ED_vs_MD,1.1005,0.3833029003644644,기각하지 못함 (차이 없음),0.0121,0.0009,0.0011,0.0022
pose_Rz,var,ND_vs_CD_vs_ED_vs_MD,3.2086,0.07365937850341253,기각하지 못함 (차이 없음),0.0052,0.0017,0.0006,0.0026
Speed,var,ND_vs_CD_vs_ED_vs_MD,7.3088,0.003670788175263416,기각 (차이 있음),127.3391,36.7196,31.9727,177.0347
Acceleration,var,ND_vs_CD_vs_ED_vs_MD,0.9453,0.44762407544750826,기각하지 못함 (차이 없음),19.3173,15.5696,11.962,26.2755
Brake,var,ND_vs_CD_vs_ED_vs_MD,2.1172,0.14884077176431354,기각하지 못함 (차이 없음),3642.4514,1323.1847,1361.4776,4130.7893
Steering,var,ND_vs_CD_vs_ED_vs_MD,1.1347,0.3828092757266391,기각하지 못함 (차이 없음),0.0008,0.0022,0.0039,0.1158
LaneOffset,var,ND_vs_CD_vs_ED_vs_MD,8.0625,0.0027467378722972214,기각 (차이 있음),0.0638,0.0306,0.0379,0.0511
gaze_0_x,var,ND_vs_CD_vs_ED_vs_MD,0.5862,0.6340295895623282,기각하지 못함 (차이 없음),0.004,0.0019,0.0019,0.0024
gaze_0_y,var,ND_vs_CD_vs_ED_vs_MD,0.6524,0.595443915782952,기각하지 못함 (차이 없음),0.0047,0.004,0.0034,0.0052
gaze_0_z,var,ND_vs_CD_vs_ED_vs_MD,1.3899,0.2897771806770203,기각하지 못함 (차이 없음),0.0295,0.0008,0.0011,0.0065
gaze_1_x,var,ND_vs_CD_vs_ED_vs_MD,0.3615,0.7818870509091808,기각하지 못함 (차이 없음),0.0036,0.0027,0.0025,0.0021
gaze_1_y,var,ND_vs_CD_vs_ED_vs_MD,0.5362,0.6650679739290515,기각하지 못함 (차이 없음),0.0049,0.0043,0.0037,0.005
gaze_1_z,var,ND_vs_CD_vs_ED_vs_MD,1.4275,0.2799920863908666,기각하지 못함 (차이 없음),0.0301,0.0008,0.0012,0.0065
gaze_angle_x,var,ND_vs_CD_vs_ED_vs_MD,0.4839,0.6985574784665936,기각하지 못함 (차이 없음),0.0035,0.0013,0.0014,0.0013
gaze_angle_y,var,ND_vs_CD_vs_ED_vs_MD,0.637,0.6043721304971887,기각하지 못함 (차이 없음),0.0047,0.004,0.0034,0.0048
gaze_vel,var,ND_vs_CD_vs_ED_vs_MD,0.3394,0.7972034688860454,기각하지 못함 (차이 없음),1356.5577,1530.02,1822.5221,1922.1212
gaze_amp,var,ND_vs_CD_vs_ED_vs_MD,0.274,0.8431882664134196,기각하지 못함 (차이 없음),1.8578,2.1171,2.4351,2.5595
gaze_acc,var,ND_vs_CD_vs_ED_vs_MD,0.3843,0.7658864935274895,기각하지 못함 (차이 없음),1222435.1454,1519529.7027,1769789.2257,1763796.7417
