Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
AU23_r,var,ND_vs_CD_vs_ED_vs_MD,1.5129,0.2601821201569994,기각하지 못함 (차이 없음),0.0393,0.0649,0.0324,0.0578
AU25_r,var,ND_vs_CD_vs_ED_vs_MD,2.7825,0.09068046461882064,기각하지 못함 (차이 없음),0.1203,0.3083,0.1853,0.465
AU26_r,var,ND_vs_CD_vs_ED_vs_MD,4.9223,0.02639754153267768,기각 (차이 있음),0.0732,0.2197,0.1341,0.2365
AU45_r,var,ND_vs_CD_vs_ED_vs_MD,3.8927,0.05061786677826094,기각하지 못함 (차이 없음),0.0719,0.2925,0.4028,0.2083
pose_Tx,var,ND_vs_CD_vs_ED_vs_MD,2.325,0.12831523718190543,기각하지 못함 (차이 없음),30.8134,41.5016,37.2726,15.8642
pose_Ty,var,ND_vs_CD_vs_ED_vs_MD,0.4143,0.746682988238333,기각하지 못함 (차이 없음),30.1467,57.3402,25.9609,46.1297
pose_Tz,var,ND_vs_CD_vs_ED_vs_MD,2.0952,0.14722903216560956,기각하지 못함 (차이 없음),113.3235,25.6027,15.6455,15.0086
pose_Rx,var,ND_vs_CD_vs_ED_vs_MD,1.0682,0.40207968556652285,기각하지 못함 (차이 없음),0.0028,0.0044,0.0023,0.005
pose_Ry,var,ND_vs_CD_vs_ED_vs_MD,1.0748,0.3966484314951022,기각하지 못함 (차이 없음),0.0014,0.0011,0.0024,0.0007
pose_Rz,var,ND_vs_CD_vs_ED_vs_MD,0.0565,0.9814148348551232,기각하지 못함 (차이 없음),0.0015,0.0013,0.0012,0.0015
Speed,var,ND_vs_CD_vs_ED_vs_MD,5.9791,0.010107144681423102,기각 (차이 있음),151.0183,23.6857,157.1783,15.6792
Acceleration,var,ND_vs_CD_vs_ED_vs_MD,1.1337,0.37271948252216314,기각하지 못함 (차이 없음),14.8199,20.9524,8.3766,11.5872
Brake,var,ND_vs_CD_vs_ED_vs_MD,0.2267,0.8758342232073962,기각하지 못함 (차이 없음),2103.6038,1640.263,1919.5965,1370.1489
Steering,var,ND_vs_CD_vs_ED_vs_MD,1.413,0.3024233100881302,기각하지 못함 (차이 없음),0.0008,0.0024,0.0032,0.001
LaneOffset,var,ND_vs_CD_vs_ED_vs_MD,13.0399,0.0004197611102768158,기각 (차이 있음),0.069,0.0431,0.0341,0.0192
gaze_0_x,var,ND_vs_CD_vs_ED_vs_MD,1.0907,0.3908047809108713,기각하지 못함 (차이 없음),0.0019,0.0016,0.0025,0.0013
gaze_0_y,var,ND_vs_CD_vs_ED_vs_MD,1.8077,0.1904226924510445,기각하지 못함 (차이 없음),0.0035,0.0049,0.0032,0.0025
gaze_0_z,var,ND_vs_CD_vs_ED_vs_MD,3.8301,0.03623287297749969,기각 (차이 있음),0.004,0.0022,0.0008,0.0005
gaze_1_x,var,ND_vs_CD_vs_ED_vs_MD,2.1053,0.14828707917669853,기각하지 못함 (차이 없음),0.0019,0.0023,0.0021,0.0012
gaze_1_y,var,ND_vs_CD_vs_ED_vs_MD,2.404,0.12431391487305149,기각하지 못함 (차이 없음),0.0026,0.0048,0.0043,0.0033
gaze_1_z,var,ND_vs_CD_vs_ED_vs_MD,3.3796,0.05104615283005866,기각하지 못함 (차이 없음),0.0038,0.0023,0.0011,0.0006
gaze_angle_x,var,ND_vs_CD_vs_ED_vs_MD,0.6823,0.5818116680754218,기각하지 못함 (차이 없음),0.001,0.0013,0.0015,0.0009
gaze_angle_y,var,ND_vs_CD_vs_ED_vs_MD,1.3446,0.3054749544110864,기각하지 못함 (차이 없음),0.0028,0.0048,0.0036,0.003
gaze_vel,var,ND_vs_CD_vs_ED_vs_MD,1.472,0.27576771017035673,기각하지 못함 (차이 없음),839.6659,1358.4253,1428.2635,1210.0835
gaze_amp,var,ND_vs_CD_vs_ED_vs_MD,1.3871,0.2978946259289311,기각하지 못함 (차이 없음),1.1529,1.8396,1.9826,1.6183
gaze_acc,var,ND_vs_CD_vs_ED_vs_MD,2.3666,0.12953149062482677,기각하지 못함 (차이 없음),764971.0038,1392817.3109,1283085.4449,1264167.5603
