Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
Steering,mean,ND_vs_CD_vs_ED_vs_MD,0.8097,0.509751880383234,기각하지 못함 (차이 없음),0.0003,0.0008,0.0,0.0107
LaneOffset,mean,ND_vs_CD_vs_ED_vs_MD,1.5621,0.24080234613397708,기각하지 못함 (차이 없음),-0.0155,-0.1123,-0.0645,-0.0278
gaze_0_x,mean,ND_vs_CD_vs_ED_vs_MD,0.3966,0.7572443380989708,기각하지 못함 (차이 없음),0.1796,0.1395,0.1634,0.1535
gaze_0_y,mean,ND_vs_CD_vs_ED_vs_MD,0.7945,0.5149041875649858,기각하지 못함 (차이 없음),0.1873,0.2456,0.1215,0.174
gaze_0_z,mean,ND_vs_CD_vs_ED_vs_MD,1.0566,0.3956493535674422,기각하지 못함 (차이 없음),-0.9376,-0.9382,-0.9627,-0.9541
gaze_1_x,mean,ND_vs_CD_vs_ED_vs_MD,1.3828,0.2851347970075815,기각하지 못함 (차이 없음),-0.0252,-0.0727,-0.028,-0.0193
gaze_1_y,mean,ND_vs_CD_vs_ED_vs_MD,0.9621,0.4345076654828709,기각하지 못함 (차이 없음),0.2007,0.265,0.129,0.1629
gaze_1_z,mean,ND_vs_CD_vs_ED_vs_MD,1.9389,0.1666769960346178,기각하지 못함 (차이 없음),-0.9505,-0.938,-0.976,-0.9668
gaze_angle_x,mean,ND_vs_CD_vs_ED_vs_MD,1.0294,0.4065566944521668,기각하지 못함 (차이 없음),0.0819,0.0346,0.0695,0.0693
gaze_angle_y,mean,ND_vs_CD_vs_ED_vs_MD,0.9076,0.45931057181173307,기각하지 못함 (차이 없음),0.2021,0.2654,0.1281,0.1732
gaze_vel,mean,ND_vs_CD_vs_ED_vs_MD,1.8162,0.18468148955394517,기각하지 못함 (차이 없음),21.4125,28.1183,21.4398,25.1003
gaze_amp,mean,ND_vs_CD_vs_ED_vs_MD,1.3944,0.28038574207142863,기각하지 못함 (차이 없음),0.7996,1.0258,0.8054,0.9239
gaze_acc,mean,ND_vs_CD_vs_ED_vs_MD,2.5346,0.09892020884032489,기각하지 못함 (차이 없음),0.1033,0.4854,0.279,-0.0362
