experiment,ablation,removed_type,removed_name,removed_group,num_features,acc_mean,acc_std,bacc_mean,bacc_std,prec_mean,prec_std,rec_mean,rec_std,f1_mean,f1_std,spec_mean,spec_std,auc_mean,auc_std
3Class_ND_ED_MD,feature_minus_AU10_r,feature,AU10_r,AU,38,0.6943539976564249,0.02731222696601765,0.6943539976564248,0.027312226966017695,0.7085098486927589,0.030059159206633695,0.6943539976564248,0.027312226966017695,0.694823401757827,0.027258062162869825,0.8471769988282125,0.013656113483008837,0.8500316017961952,0.019875153506028188
3Class_ND_ED_MD,feature_minus_AU12_r,feature,AU12_r,AU,38,0.6874487405449905,0.02809333308062243,0.6874487405449904,0.028093333080622396,0.7016614830993594,0.0329051919067964,0.6874487405449904,0.028093333080622396,0.6880715794763187,0.028247828053630103,0.8437243702724952,0.014046666540311198,0.8471299038890828,0.021259742425371646
3Class_ND_ED_MD,feature_minus_AU14_r,feature,AU14_r,AU,38,0.6878053368650094,0.02007425073533199,0.6878053368650094,0.020074250735332023,0.7027020817244569,0.025774800328543554,0.6878053368650094,0.020074250735332023,0.6885546632801643,0.019694719152734595,0.8439026684325048,0.010037125367665998,0.8470069579363454,0.016041704804067723
3Class_ND_ED_MD,feature_minus_AU15_r,feature,AU15_r,AU,38,0.6904948417438131,0.033948402486467334,0.6904948417438131,0.03394840248646733,0.7040339089190102,0.03476550315138786,0.6904948417438131,0.03394840248646733,0.6912951664575655,0.03399742386782343,0.8452474208719065,0.016974201243233608,0.8515310796090724,0.022095199514800292
3Class_ND_ED_MD,feature_minus_AU17_r,feature,AU17_r,AU,38,0.6897340792651657,0.030065946846509976,0.6897340792651657,0.030065946846509952,0.705315543824203,0.03489080273531102,0.6897340792651657,0.030065946846509952,0.6905961546163875,0.029906809575403,0.8448670396325829,0.015032973423254981,0.8480420946553519,0.02236797679506921
3Class_ND_ED_MD,feature_minus_AU20_r,feature,AU20_r,AU,38,0.6893237316035266,0.02682110445597319,0.6893237316035266,0.02682110445597319,0.702744835263471,0.031007711814401873,0.6893237316035266,0.02682110445597319,0.6901854549591308,0.027442502596542486,0.8446618658017633,0.013410552227986535,0.8481447449443615,0.021044313446456634
3Class_ND_ED_MD,feature_minus_AU23_r,feature,AU23_r,AU,38,0.6839584625644178,0.035528318491510856,0.6839584625644178,0.03552831849151086,0.6999915148213574,0.039208992344303834,0.6839584625644178,0.03552831849151086,0.6844884599711087,0.03581123863399253,0.841979231282209,0.017764159245755428,0.8458974845706351,0.021736910229777428
3Class_ND_ED_MD,feature_minus_AU25_r,feature,AU25_r,AU,38,0.6723413359713293,0.02790005475615673,0.6723413359713293,0.02790005475615673,0.6887749930549405,0.02838881718355358,0.6723413359713293,0.02790005475615673,0.6738801478886154,0.02658819288142821,0.8361706679856648,0.013950027378078341,0.8374351000557854,0.020782429495654283
3Class_ND_ED_MD,feature_minus_AU26_r,feature,AU26_r,AU,38,0.6743270477060485,0.02394389289253396,0.6743270477060485,0.023943892892534013,0.6910045802244569,0.028856517522165108,0.6743270477060485,0.023943892892534013,0.6752290960046923,0.024425218552377833,0.8371635238530242,0.011971946446266951,0.8365849991285401,0.015688158660845067
3Class_ND_ED_MD,feature_minus_AU45_r,feature,AU45_r,AU,38,0.6629150500693493,0.025083453990222427,0.6629150500693493,0.02508345399022242,0.6699033071976258,0.024458774693041148,0.6629150500693493,0.02508345399022242,0.6619018299387747,0.02479963461602473,0.8314575250346747,0.01254172699511127,0.8280415054469138,0.019175710887525902
