Feature,Comparison,Group,W_statistic,P_value,Is_Normal,Result
AU10_r,ND_vs_CD_ED_vs_MD,ND,0.8545,0.02009527279258142,False,정규성 위배
AU10_r,ND_vs_CD_ED_vs_MD,CD_ED,0.9438,0.5084740299766707,True,정규성 만족
AU10_r,ND_vs_CD_ED_vs_MD,MD,0.7701,0.013586059933200776,False,정규성 위배
AU12_r,ND_vs_CD_ED_vs_MD,ND,0.5489,8.96189669808128e-06,False,정규성 위배
AU12_r,ND_vs_CD_ED_vs_MD,CD_ED,0.7725,0.0032714639980172995,False,정규성 위배
AU12_r,ND_vs_CD_ED_vs_MD,MD,0.8811,0.19311210258602923,True,정규성 만족
AU14_r,ND_vs_CD_ED_vs_MD,ND,0.8474,0.01598073854816926,False,정규성 위배
AU14_r,ND_vs_CD_ED_vs_MD,CD_ED,0.9103,0.1853906208174016,True,정규성 만족
AU14_r,ND_vs_CD_ED_vs_MD,MD,0.9442,0.6526408334718988,True,정규성 만족
AU15_r,ND_vs_CD_ED_vs_MD,ND,0.9265,0.2421747509843334,True,정규성 만족
AU15_r,ND_vs_CD_ED_vs_MD,CD_ED,0.9215,0.26317739625261305,True,정규성 만족
AU15_r,ND_vs_CD_ED_vs_MD,MD,0.8627,0.12775034616986813,True,정규성 만족
AU17_r,ND_vs_CD_ED_vs_MD,ND,0.9596,0.6860473903673178,True,정규성 만족
AU17_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8771,0.06513913338952766,True,정규성 만족
AU17_r,ND_vs_CD_ED_vs_MD,MD,0.9237,0.4608677228679336,True,정규성 만족
AU20_r,ND_vs_CD_ED_vs_MD,ND,0.5553,1.0181030878078543e-05,False,정규성 위배
AU20_r,ND_vs_CD_ED_vs_MD,CD_ED,0.9288,0.3282410763164725,True,정규성 만족
AU20_r,ND_vs_CD_ED_vs_MD,MD,0.8926,0.24749958988616355,True,정규성 만족
AU23_r,ND_vs_CD_ED_vs_MD,ND,0.7776,0.0019221644944427245,False,정규성 위배
AU23_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8652,0.045117368862598935,False,정규성 위배
AU23_r,ND_vs_CD_ED_vs_MD,MD,0.8641,0.1319136129525445,True,정규성 만족
AU25_r,ND_vs_CD_ED_vs_MD,ND,0.883,0.05258422955548011,True,정규성 만족
AU25_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8755,0.06206505943300947,True,정규성 만족
AU25_r,ND_vs_CD_ED_vs_MD,MD,0.9127,0.3731361850412168,True,정규성 만족
AU26_r,ND_vs_CD_ED_vs_MD,ND,0.8536,0.019531051568121575,False,정규성 위배
AU26_r,ND_vs_CD_ED_vs_MD,CD_ED,0.966,0.842415150626098,True,정규성 만족
AU26_r,ND_vs_CD_ED_vs_MD,MD,0.8671,0.14125045850729484,True,정규성 만족
AU45_r,ND_vs_CD_ED_vs_MD,ND,0.8754,0.040565315491188476,False,정규성 위배
AU45_r,ND_vs_CD_ED_vs_MD,CD_ED,0.9134,0.20399141249658498,True,정규성 만족
AU45_r,ND_vs_CD_ED_vs_MD,MD,0.8335,0.0645143766405264,True,정규성 만족
pose_Tx,ND_vs_CD_ED_vs_MD,ND,0.9355,0.32873472245395907,True,정규성 만족
pose_Tx,ND_vs_CD_ED_vs_MD,CD_ED,0.9393,0.44728594413919354,True,정규성 만족
pose_Tx,ND_vs_CD_ED_vs_MD,MD,0.915,0.3906763954275442,True,정규성 만족
pose_Ty,ND_vs_CD_ED_vs_MD,ND,0.9633,0.7487400786717879,True,정규성 만족
pose_Ty,ND_vs_CD_ED_vs_MD,CD_ED,0.978,0.9683730795730807,True,정규성 만족
pose_Ty,ND_vs_CD_ED_vs_MD,MD,0.9159,0.39748756655107265,True,정규성 만족
pose_Tz,ND_vs_CD_ED_vs_MD,ND,0.9618,0.7244909892195044,True,정규성 만족
pose_Tz,ND_vs_CD_ED_vs_MD,CD_ED,0.9715,0.9110685354382134,True,정규성 만족
pose_Tz,ND_vs_CD_ED_vs_MD,MD,0.9858,0.9858234584523498,True,정규성 만족
pose_Rx,ND_vs_CD_ED_vs_MD,ND,0.9625,0.7359008313605362,True,정규성 만족
pose_Rx,ND_vs_CD_ED_vs_MD,CD_ED,0.8839,0.08065606564001905,True,정규성 만족
pose_Rx,ND_vs_CD_ED_vs_MD,MD,0.8915,0.24171752832451576,True,정규성 만족
pose_Ry,ND_vs_CD_ED_vs_MD,ND,0.9532,0.5756794536859775,True,정규성 만족
pose_Ry,ND_vs_CD_ED_vs_MD,CD_ED,0.9619,0.7820763177154478,True,정규성 만족
pose_Ry,ND_vs_CD_ED_vs_MD,MD,0.9834,0.9777810774788804,True,정규성 만족
pose_Rz,ND_vs_CD_ED_vs_MD,ND,0.9618,0.7241619457012717,True,정규성 만족
pose_Rz,ND_vs_CD_ED_vs_MD,CD_ED,0.8701,0.05244377813629369,True,정규성 만족
pose_Rz,ND_vs_CD_ED_vs_MD,MD,0.9538,0.7489618800714825,True,정규성 만족
Speed,ND_vs_CD_ED_vs_MD,ND,0.8939,0.07676204009113817,True,정규성 만족
Speed,ND_vs_CD_ED_vs_MD,CD_ED,0.8602,0.03878094411798839,False,정규성 위배
Speed,ND_vs_CD_ED_vs_MD,MD,0.8603,0.12077390116038816,True,정규성 만족
Acceleration,ND_vs_CD_ED_vs_MD,ND,0.7904,0.002778642710236336,False,정규성 위배
Acceleration,ND_vs_CD_ED_vs_MD,CD_ED,0.9383,0.43546673037474176,True,정규성 만족
Acceleration,ND_vs_CD_ED_vs_MD,MD,0.9225,0.45060910197751763,True,정규성 만족
Brake,ND_vs_CD_ED_vs_MD,ND,0.944,0.4356128499845372,True,정규성 만족
Brake,ND_vs_CD_ED_vs_MD,CD_ED,0.7243,0.0009825714957164586,False,정규성 위배
Brake,ND_vs_CD_ED_vs_MD,MD,0.9329,0.5429764057605055,True,정규성 만족
Steering,ND_vs_CD_ED_vs_MD,ND,0.9387,0.36587208113554415,True,정규성 만족
Steering,ND_vs_CD_ED_vs_MD,CD_ED,0.3882,1.603348192983309e-06,False,정규성 위배
Steering,ND_vs_CD_ED_vs_MD,MD,0.581,9.520584523292179e-05,False,정규성 위배
LaneOffset,ND_vs_CD_ED_vs_MD,ND,0.8259,0.008054364696663124,False,정규성 위배
LaneOffset,ND_vs_CD_ED_vs_MD,CD_ED,0.9644,0.8197713659510157,True,정규성 만족
LaneOffset,ND_vs_CD_ED_vs_MD,MD,0.7289,0.00475406945646032,False,정규성 위배
gaze_0_x,ND_vs_CD_ED_vs_MD,ND,0.9345,0.3182074047732381,True,정규성 만족
gaze_0_x,ND_vs_CD_ED_vs_MD,CD_ED,0.9486,0.5766489262354755,True,정규성 만족
gaze_0_x,ND_vs_CD_ED_vs_MD,MD,0.8277,0.056169536711249204,True,정규성 만족
gaze_0_y,ND_vs_CD_ED_vs_MD,ND,0.9194,0.18871801657844078,True,정규성 만족
gaze_0_y,ND_vs_CD_ED_vs_MD,CD_ED,0.9443,0.5150354452465813,True,정규성 만족
gaze_0_y,ND_vs_CD_ED_vs_MD,MD,0.8574,0.11314761233237891,True,정규성 만족
gaze_0_z,ND_vs_CD_ED_vs_MD,ND,0.9359,0.3330608387298869,True,정규성 만족
gaze_0_z,ND_vs_CD_ED_vs_MD,CD_ED,0.7286,0.0010895942190750024,False,정규성 위배
gaze_0_z,ND_vs_CD_ED_vs_MD,MD,0.9451,0.662291249955478,True,정규성 만족
gaze_1_x,ND_vs_CD_ED_vs_MD,ND,0.9433,0.42608201410192825,True,정규성 만족
gaze_1_x,ND_vs_CD_ED_vs_MD,CD_ED,0.9627,0.7954754683575402,True,정규성 만족
gaze_1_x,ND_vs_CD_ED_vs_MD,MD,0.9147,0.38808868595765433,True,정규성 만족
gaze_1_y,ND_vs_CD_ED_vs_MD,ND,0.9566,0.6333311122274627,True,정규성 만족
gaze_1_y,ND_vs_CD_ED_vs_MD,CD_ED,0.9265,0.30677778105917647,True,정규성 만족
gaze_1_y,ND_vs_CD_ED_vs_MD,MD,0.8845,0.20801909035667315,True,정규성 만족
gaze_1_z,ND_vs_CD_ED_vs_MD,ND,0.8223,0.007211022479727768,False,정규성 위배
gaze_1_z,ND_vs_CD_ED_vs_MD,CD_ED,0.6512,0.00018808841034064397,False,정규성 위배
gaze_1_z,ND_vs_CD_ED_vs_MD,MD,0.949,0.7011041918651494,True,정규성 만족
gaze_angle_x,ND_vs_CD_ED_vs_MD,ND,0.9521,0.5583557388699769,True,정규성 만족
gaze_angle_x,ND_vs_CD_ED_vs_MD,CD_ED,0.9571,0.7089036347321851,True,정규성 만족
gaze_angle_x,ND_vs_CD_ED_vs_MD,MD,0.8423,0.07950528297293238,True,정규성 만족
gaze_angle_y,ND_vs_CD_ED_vs_MD,ND,0.9582,0.6611108775383477,True,정규성 만족
gaze_angle_y,ND_vs_CD_ED_vs_MD,CD_ED,0.9219,0.2657077791894115,True,정규성 만족
gaze_angle_y,ND_vs_CD_ED_vs_MD,MD,0.8712,0.15478563271268375,True,정규성 만족
gaze_vel,ND_vs_CD_ED_vs_MD,ND,0.9547,0.6018115165335605,True,정규성 만족
gaze_vel,ND_vs_CD_ED_vs_MD,CD_ED,0.867,0.04765922199847709,False,정규성 위배
gaze_vel,ND_vs_CD_ED_vs_MD,MD,0.8356,0.0678628763559969,True,정규성 만족
gaze_amp,ND_vs_CD_ED_vs_MD,ND,0.9231,0.2144251376032471,True,정규성 만족
gaze_amp,ND_vs_CD_ED_vs_MD,CD_ED,0.8747,0.060510209861618404,True,정규성 만족
gaze_amp,ND_vs_CD_ED_vs_MD,MD,0.8707,0.15299265964000625,True,정규성 만족
gaze_acc,ND_vs_CD_ED_vs_MD,ND,0.7128,0.00034194863160725707,False,정규성 위배
gaze_acc,ND_vs_CD_ED_vs_MD,CD_ED,0.6962,0.000508154833105626,False,정규성 위배
gaze_acc,ND_vs_CD_ED_vs_MD,MD,0.9197,0.42738671505013226,True,정규성 만족
